,Wi-1,Wi-2,Wi-3,H11-1,H11-2,H11-3,hgnc_symbol
ENSG00000229127,5.189162296,5.445850141,5.798853599,5.189162296,5.589411128,5.189162296,NA
ENSG00000115361,6.152051419,6.029684969,6.429269099,6.142087005,5.982207197,5.67365026,ACADL
ENSG00000234281,5.189162296,5.551698105,5.798853599,5.417635302,5.516311776,5.730209027,NA
ENSG00000115365,10.68066313,10.35388587,10.55762657,10.39398088,10.44858866,10.22065467,LANCL1
ENSG00000021826,8.485708681,7.756148752,8.332471982,8.309479662,8.216287874,8.427324964,CPS1
ENSG00000178568,5.765605161,6.065971512,6.009739195,5.789926876,5.878074987,5.87118716,ERBB4
ENSG00000030419,6.983335876,6.607815711,6.651125743,7.286616808,6.922980779,6.947719268,IKZF2
ENSG00000270659,5.87622439,5.76015704,5.621870739,6.238623636,5.704791221,6.02071024,NA
ENSG00000144451,8.60721278,8.463113521,8.342430811,8.199654625,8.266415481,8.123980478,SPAG16
ENSG00000138376,9.293138095,8.85012085,9.022678484,8.929036408,8.718311652,9.001947097,BARD1
ENSG00000229267,5.677261421,5.76015704,6.045212758,5.417635302,5.982207197,5.827866732,SNHG31
ENSG00000230076,5.626144188,5.76015704,5.439609499,5.417635302,6.044013369,5.532547962,RPL10P6
ENSG00000144452,5.189162296,5.63259774,5.798853599,5.511936063,5.516311776,5.532547962,ABCA12
ENSG00000138363,12.39039459,12.24012706,11.98429099,12.23959364,12.44333276,12.44576477,ATIC
ENSG00000115414,10.7933037,10.44665111,11.64364907,11.73209827,11.04878554,11.41826906,FN1
ENSG00000230695,5.189162296,5.189162296,5.746412163,5.189162296,5.420739173,5.432258496,NA
ENSG00000235770,5.498743378,5.76015704,6.009739195,5.584068768,5.878074987,5.781166397,LINC00607
ENSG00000226276,5.498743378,5.81385455,5.746412163,5.511936063,5.650840947,5.189162296,NA
ENSG00000118242,9.275519497,9.248116183,9.285741967,9.079151431,9.249544474,9.319310701,MREG
ENSG00000115425,8.668795653,8.704489409,8.456747537,8.208764439,8.60675382,8.254285188,PECR
ENSG00000163449,7.194907003,6.807835668,7.14811966,7.007150823,6.83352129,7.061880846,TMEM169
ENSG00000079246,14.37315656,13.97875198,13.89760272,13.78655285,13.83897692,14.04178884,XRCC5
ENSG00000279348,7.368527791,7.382781924,6.704495357,6.973134198,6.779177768,7.143930448,NA
ENSG00000260804,7.479764856,8.067899213,7.160068261,7.911280434,7.54230867,7.826568507,LINC01963
ENSG00000144583,7.140655373,7.153392343,8.038907787,7.685588551,7.809630813,7.961929061,MARCHF4
ENSG00000138375,9.59392162,9.429189506,9.270320431,9.407077082,9.38622839,9.701220935,SMARCAL1
ENSG00000232485,5.189162296,5.445850141,5.542906217,5.745928069,5.589411128,5.432258496,NA
ENSG00000197756,14.40052655,14.74347515,13.92290739,13.89603088,14.36792001,13.92847212,RPL37A
ENSG00000115457,14.03089795,13.73748717,12.99294809,13.20693151,13.27309631,13.1883681,IGFBP2
ENSG00000115461,8.695659502,7.732075035,6.8356677,8.395527861,7.951387913,6.760971495,IGFBP5
ENSG00000231672,5.626144188,5.551698105,5.542906217,5.417635302,5.420739173,5.609230113,NA
ENSG00000079308,7.817541888,7.140769437,8.001416133,7.824220281,7.797129363,7.63798867,TNS1
ENSG00000223923,5.723345127,5.908663472,5.439609499,5.644691308,5.420739173,5.532547962,TNS1-AS1
ENSG00000188282,5.723345127,5.551698105,5.688194314,5.789926876,5.589411128,5.432258496,RUFY4
ENSG00000229754,5.677261421,5.63259774,5.688194314,5.511936063,5.753413462,5.432258496,NA
ENSG00000180871,6.053486502,6.88840877,7.160068261,7.134564407,7.732845155,7.400179477,CXCR2
ENSG00000163466,12.17263608,12.44036833,11.98899338,12.08405879,12.51032537,12.33182614,ARPC2
ENSG00000261338,5.804830675,5.908663472,5.933175411,5.971810852,5.982207197,6.200893191,NA
ENSG00000179921,5.677261421,5.951347169,5.798853599,5.644691308,5.704791221,5.609230113,GPBAR1
ENSG00000127837,11.64346179,11.66367317,11.38581175,11.50741302,11.90646834,12.0311513,AAMP
ENSG00000127838,8.954481456,9.543581519,9.065058241,9.265479141,9.648046187,9.456078061,PNKD
ENSG00000135926,9.666221451,9.657841748,9.465695643,9.946442993,9.811522587,9.776728482,TMBIM1
ENSG00000230580,5.498743378,5.445850141,5.439609499,5.417635302,5.589411128,5.189162296,RPL19P5
ENSG00000158428,5.723345127,5.551698105,5.439609499,5.745928069,5.589411128,5.189162296,CATIP
ENSG00000225062,5.498743378,5.63259774,5.189162296,5.745928069,5.704791221,5.432258496,CATIP-AS1
ENSG00000018280,5.498743378,5.76015704,5.542906217,5.189162296,5.704791221,5.189162296,SLC11A1
ENSG00000144579,9.923754488,10.05069895,9.013431222,9.645941244,9.794760927,9.735074768,CTDSP1
ENSG00000127831,8.733587428,8.09925835,7.936581921,8.539022796,8.284208345,8.462099256,VIL1
ENSG00000135913,9.298963147,7.7640797,8.940473021,8.574483047,7.94576374,8.608793109,USP37
ENSG00000144580,11.25671913,11.02896115,11.00893305,10.88663066,11.01895942,11.09294526,CNOT9
ENSG00000115556,7.083965685,7.153392343,7.073943415,7.051089241,7.126671203,6.986966684,PLCD4
ENSG00000273466,5.87622439,6.362147166,5.846904353,6.142087005,6.401586645,5.87118716,NA
ENSG00000115568,8.976499551,8.36401086,9.238970211,8.9180778,8.617265718,9.251878816,ZNF142
ENSG00000074582,8.54612218,9.171664654,9.047049166,9.167282948,9.093437669,8.98718787,BCS1L
ENSG00000163481,9.02659195,9.157047717,8.604328906,8.776514677,9.052882046,9.183703385,RNF25
ENSG00000163482,9.394530372,8.846473295,9.360454506,9.428412384,8.92662431,9.251878816,STK36
ENSG00000135912,10.64614346,10.19321854,10.63470431,10.78754384,10.55366031,11.02410105,TTLL4
ENSG00000135929,8.857577199,8.805721331,8.381575935,8.262212797,7.951387913,7.799201381,CYP27A1
ENSG00000115596,5.765605161,5.189162296,5.189162296,5.745928069,5.797987339,5.432258496,WNT6
ENSG00000135925,5.677261421,5.445850141,5.189162296,5.584068768,5.878074987,5.189162296,WNT10A
ENSG00000224928,5.567959004,5.551698105,5.621870739,5.189162296,5.189162296,5.189162296,NA
ENSG00000171450,5.677261421,5.908663472,5.846904353,5.417635302,5.982207197,5.67365026,CDK5R2
ENSG00000181378,5.804830675,5.951347169,5.972483347,5.644691308,5.589411128,5.67365026,CFAP65
ENSG00000272644,6.320519314,6.70314671,6.309902956,6.46138698,6.531201854,6.458485851,NA
ENSG00000187736,7.112630558,6.435203297,6.910753951,6.703272891,6.722151947,7.012447797,NHEJ1
ENSG00000213901,5.408278755,5.189162296,5.621870739,5.789926876,5.189162296,5.432258496,SLC23A3
ENSG00000115649,9.930011893,10.16727606,9.578410632,9.710644381,10.15847821,10.34112866,CNPPD1
ENSG00000144567,10.35323055,10.2003426,9.847576158,10.2117385,10.29575493,10.39778617,RETREG2
ENSG00000158552,8.132939379,8.569096589,8.014026318,8.266576173,8.538303896,8.396178001,ZFAND2B
ENSG00000115657,7.528640581,8.123846861,8.151369831,8.249040613,8.006406143,7.968054822,ABCB6
ENSG00000198925,10.58009649,10.48214691,10.53206476,10.89429884,10.75198275,10.83934533,ATG9A
ENSG00000163516,9.922499735,9.509521699,9.966946085,9.928883839,9.923683452,9.996783775,ANKZF1
ENSG00000163521,7.158998474,7.69097994,7.061141448,7.470227306,7.301886502,6.907156872,GLB1L
ENSG00000115661,9.05674368,9.407150176,8.969467531,9.122704758,9.251783581,9.051017491,STK16
ENSG00000127824,9.817047715,10.33718106,10.12071252,9.799574669,10.50489246,10.19530147,TUBA4A
ENSG00000243910,5.626144188,5.81385455,5.621870739,5.830756807,5.704791221,5.67365026,TUBA4B
ENSG00000135924,9.655681283,9.594286142,9.546794689,9.67703874,9.698087205,10.05433728,DNAJB2
ENSG00000054356,7.702044911,7.803057491,7.752159771,7.321976727,7.511633692,7.293633755,PTPRN
ENSG00000230432,5.723345127,5.445850141,5.189162296,5.417635302,5.420739173,5.189162296,NA
ENSG00000123992,10.39993089,10.71774659,10.06977958,10.16982293,10.32574007,10.31429853,DNPEP
ENSG00000229525,5.841570422,5.81385455,6.045212758,5.697936966,5.650840947,5.781166397,NA
ENSG00000175084,6.826798008,6.310202819,6.614063416,6.984578556,6.98303003,6.326693989,DES
ENSG00000072195,9.550680194,9.611511128,10.19998702,9.904211836,9.597957889,9.813879083,SPEG
ENSG00000268603,5.765605161,5.63259774,5.746412163,5.789926876,5.704791221,5.87118716,NA
ENSG00000144591,9.468715617,9.946058225,9.783958017,9.607373476,9.969198465,9.996783775,GMPPA
ENSG00000072182,5.677261421,5.863047618,5.846904353,5.644691308,5.420739173,5.67365026,ASIC4
ENSG00000123989,10.56490977,11.27199824,11.33807569,11.67417178,11.85786036,12.0207338,CHPF
ENSG00000188760,7.828571981,8.586744676,8.386393432,8.36742564,8.812647408,8.98718787,TMEM198
ENSG00000268896,5.189162296,5.551698105,5.621870739,5.511936063,5.189162296,5.189162296,NA
ENSG00000124006,11.72227321,11.69676616,11.81982955,12.12016627,11.91106379,12.15391494,OBSL1
ENSG00000269068,5.567959004,6.029684969,6.17303262,6.283212665,5.704791221,5.781166397,NA
ENSG00000123999,5.87622439,5.700534186,6.20214248,6.261191164,5.753413462,5.781166397,INHA
ENSG00000144589,9.160736694,8.846473295,8.86014326,9.203774584,8.918173173,9.106669744,STK11IP
ENSG00000114923,8.695659502,8.782991347,8.818214274,9.22611836,9.016426554,8.904738526,SLC4A3
ENSG00000267919,5.189162296,5.551698105,5.891468628,5.644691308,5.189162296,5.432258496,NA
ENSG00000116106,9.45139724,8.111606844,7.573883153,8.528209153,7.389841565,7.614439944,EPHA4
ENSG00000272944,5.804830675,5.951347169,5.439609499,5.789926876,6.073126343,5.87118716,NA
ENSG00000233868,5.677261421,5.863047618,5.688194314,5.697936966,5.839347655,5.432258496,NA
ENSG00000226666,5.189162296,5.63259774,5.189162296,5.511936063,5.516311776,5.432258496,NA
ENSG00000135903,6.079285315,6.336528478,5.972483347,6.366452953,5.949220366,6.302873262,PAX3
ENSG00000267034,5.626144188,5.189162296,5.189162296,5.417635302,5.589411128,5.532547962,NA
ENSG00000237732,5.765605161,5.189162296,5.189162296,5.745928069,5.420739173,5.432258496,NA
ENSG00000163082,6.152051419,5.863047618,5.542906217,6.386181084,5.878074987,5.827866732,SGPP2
ENSG00000261428,5.804830675,6.165862776,5.972483347,6.00296225,5.650840947,5.986200366,NA
ENSG00000116120,10.89650039,10.79879194,10.85168509,10.72714889,10.91365819,10.89863473,FARSB
ENSG00000124003,5.408278755,5.63259774,5.621870739,5.644691308,5.797987339,5.189162296,MOGAT1
ENSG00000235225,5.498743378,5.189162296,5.542906217,5.189162296,5.516311776,5.532547962,RPL31P17
ENSG00000123983,11.25073954,11.24057574,11.51097931,11.6631997,11.57473694,11.85874649,ACSL3
ENSG00000152049,5.498743378,5.445850141,5.439609499,5.584068768,5.516311776,5.189162296,KCNE4
ENSG00000171951,5.940416999,6.435203297,7.136056997,7.250262818,6.935231264,7.242153477,SCG2
ENSG00000226539,5.999129687,6.684722883,6.881286101,7.193726831,7.732845155,7.986270974,NA
ENSG00000152056,7.761016207,7.913748669,8.3572381,7.955555089,8.069668706,8.113011395,AP1S3
ENSG00000085449,11.66984025,11.09843856,11.62513951,11.31830273,11.24525916,11.43946282,WDFY1
ENSG00000135900,10.39541878,10.35771347,10.11066908,10.10396724,10.41012522,10.28575859,MRPL44
ENSG00000135919,10.86422198,11.03534507,11.22833301,11.51602186,12.00267808,11.98865355,SERPINE2
ENSG00000124019,6.128506336,6.587715503,7.12387781,6.74586557,6.935231264,6.663464223,FAM124B
ENSG00000274629,5.723345127,5.81385455,5.621870739,5.697936966,5.753413462,5.730209027,NA
ENSG00000036257,11.42103554,10.95428197,11.30388341,11.14099924,11.17879188,11.56838866,CUL3
ENSG00000135905,6.446543381,6.411445051,6.20214248,6.238623636,6.101201255,6.416476858,DOCK10
ENSG00000169047,10.25602238,9.570259342,9.949337807,10.52102654,10.1797468,10.79533081,IRS1
ENSG00000272622,5.408278755,5.445850141,5.189162296,5.417635302,5.420739173,5.532547962,NA
ENSG00000144468,9.433867282,9.239820368,9.353156063,9.497933835,9.376006882,9.188866261,RHBDD1
ENSG00000081052,6.104270035,5.99156911,6.669200581,6.984578556,7.006244335,7.109421894,COL4A4
ENSG00000169031,5.189162296,5.551698105,6.045212758,6.238623636,6.252301529,6.3726199,COL4A3
ENSG00000236432,6.152051419,5.951347169,6.230313581,6.386181084,6.495806598,6.458485851,MFF-DT
ENSG00000168958,10.53076013,10.62341926,10.42618302,10.51017641,10.90800883,10.70125314,MFF
ENSG00000173744,11.23870546,10.97102983,11.246777,11.16136181,11.4280458,11.43080559,AGFG1
ENSG00000135917,7.479764856,7.715785922,8.196136795,7.882868739,7.973658448,8.062552358,SLC19A3
ENSG00000123977,5.804830675,5.551698105,5.688194314,5.939237045,5.753413462,5.781166397,DAW1
ENSG00000153820,5.189162296,5.189162296,5.439609499,5.189162296,5.704791221,5.189162296,SPHKAP
ENSG00000232023,5.498743378,5.63259774,5.189162296,5.189162296,5.420739173,5.432258496,LINC01807
ENSG00000153823,7.093593789,7.153392343,7.36817264,7.493392856,7.797129363,7.785309698,PID1
ENSG00000187957,7.800828299,8.048738579,8.414957599,9.201520908,9.187726031,9.175923985,DNER
ENSG00000153827,11.44654421,10.78843459,11.52237817,11.24660229,10.98783396,11.66797504,TRIP12
ENSG00000153832,7.646686455,7.748171377,7.616517007,7.414543767,7.651463518,7.037411432,FBXO36
ENSG00000163053,7.368527791,7.140769437,6.8356677,6.995916689,6.59862961,6.821647796,SLC16A14
ENSG00000225963,5.498743378,5.908663472,5.846904353,5.417635302,5.650840947,5.730209027,NA
ENSG00000135899,6.376527721,6.525052824,6.614063416,6.167254365,6.565446943,6.416476858,SP110
ENSG00000079263,5.189162296,5.700534186,5.933175411,5.905045407,6.180073376,6.934349541,SP140
ENSG00000185404,6.219012879,6.226424016,6.429269099,5.905045407,6.180073376,5.827866732,SP140L
ENSG00000067066,5.804830675,5.63259774,5.972483347,5.971810852,5.753413462,5.87118716,SP100
ENSG00000226125,5.408278755,5.189162296,5.542906217,5.189162296,5.516311776,5.432258496,LINC01907
ENSG00000135932,10.64842012,10.57163957,10.90658181,10.68917779,10.92419143,11.1308576,CAB39
ENSG00000237758,5.909094875,6.336528478,5.798853599,5.971810852,6.154599711,6.085343021,NA
ENSG00000135916,13.16072654,13.62178402,13.20550011,13.59619759,13.98459169,14.09214805,ITM2C
ENSG00000238062,6.026797571,5.99156911,5.798853599,6.167254365,6.128332198,5.911737781,SPATA3-AS1
ENSG00000204128,7.458254775,7.140769437,6.896110842,6.839511829,6.89809883,6.77644109,C2orf72
ENSG00000173692,12.3622511,12.55057305,12.31937316,12.31474275,12.55572876,12.49693868,PSMD1
ENSG00000135914,5.189162296,5.63259774,5.688194314,5.189162296,5.516311776,5.532547962,HTR2B
ENSG00000135931,9.582835295,9.318069491,9.419872227,9.387402066,9.382148525,9.573073164,ARMC9
ENSG00000237039,5.940416999,6.310202819,5.846904353,6.032849889,6.275137565,5.67365026,NA
ENSG00000224376,5.626144188,5.908663472,5.933175411,5.905045407,5.797987339,5.432258496,NA
ENSG00000156966,11.69390995,12.11200421,11.69587756,10.89707719,10.72331584,10.92969594,B3GNT7
ENSG00000233538,5.677261421,5.63259774,6.20214248,5.905045407,5.589411128,5.609230113,NA
ENSG00000115053,15.12801309,14.83548812,15.01410078,14.82573428,14.97008456,15.3342228,NCL
ENSG00000206885,5.498743378,5.700534186,5.439609499,5.511936063,5.189162296,5.532547962,SNORA75
ENSG00000207280,5.567959004,5.63259774,5.891468628,5.644691308,5.516311776,5.432258496,SNORD20
ENSG00000283312,5.804830675,5.951347169,6.429269099,6.191698982,6.204813808,5.827866732,NA
ENSG00000283491,6.174955474,6.029684969,6.575697602,5.939237045,5.878074987,6.053701401,NA
ENSG00000223198,5.804830675,5.63259774,5.972483347,5.745928069,5.420739173,5.67365026,RNU2-22P
ENSG00000181798,6.558573183,6.226424016,6.555989798,6.346315545,6.204813808,6.145113372,LINC00471
ENSG00000171596,6.320519314,6.525052824,6.25762148,6.386181084,5.878074987,5.827866732,NMUR1
ENSG00000187514,15.86626951,16.20483402,15.50567749,15.65674702,15.74427961,15.44948184,PTMA
ENSG00000156973,9.088518803,9.655767909,9.143404458,9.113140223,9.52771962,9.16810207,PDE6D
ENSG00000144524,10.65749097,10.95006443,10.3106452,10.65264777,10.91998736,10.58214571,COPS7B
ENSG00000237641,5.498743378,5.189162296,5.933175411,5.511936063,5.420739173,5.730209027,RPL28P2
ENSG00000261096,5.498743378,5.189162296,5.846904353,5.971810852,5.420739173,5.532547962,NA
ENSG00000163273,5.841570422,6.226424016,6.142896563,6.386181084,6.722151947,6.611323327,NPPC
ENSG00000144535,9.086272425,9.066063519,8.541108321,9.026603212,8.634614219,8.793634426,DIS3L2
ENSG00000251485,6.026797571,5.445850141,5.798853599,5.644691308,5.420739173,5.986200366,NA
ENSG00000163283,6.174955474,6.133897013,5.972483347,6.167254365,5.753413462,5.432258496,ALPP
ENSG00000244280,7.974362501,8.042292521,7.021922891,7.824220281,7.157598454,6.850842657,NA
ENSG00000163286,7.194907003,7.512814472,7.183632711,7.624526489,6.793003353,6.680312667,ALPG
ENSG00000204121,8.883723611,8.458320301,7.58251889,8.929036408,6.722151947,6.416476858,NA
ENSG00000237087,7.708058514,7.70756754,6.82006067,7.750356282,6.495806598,6.349931106,NA
ENSG00000171551,9.403565776,9.458058305,8.429025558,9.074229254,8.638058602,7.968054822,ECEL1
ENSG00000237412,5.498743378,5.189162296,5.189162296,5.644691308,5.589411128,5.189162296,PRSS56
ENSG00000135902,5.909094875,5.445850141,5.542906217,5.511936063,5.516311776,5.532547962,CHRND
ENSG00000196811,5.567959004,5.189162296,5.746412163,5.905045407,5.420739173,5.189162296,CHRNG
ENSG00000221944,7.16807127,7.202663354,7.840367312,7.560564787,7.398320243,7.566068237,TIGD1
ENSG00000135930,11.25073954,11.25910227,11.05077429,11.05094328,11.29100492,11.23647543,EIF4E2
ENSG00000237126,6.281253635,6.226424016,6.230313581,6.215473297,6.401586645,6.278429636,NA
ENSG00000115468,8.333796902,8.577948115,7.796974872,8.167294677,8.192895611,7.242153477,EFHD1
ENSG00000204120,11.0558918,10.41516442,10.96345324,10.83468137,10.61303834,11.03770777,GIGYF2
ENSG00000115474,5.408278755,5.551698105,5.439609499,5.511936063,5.189162296,5.189162296,KCNJ13
ENSG00000182600,5.723345127,6.525052824,6.309902956,6.283212665,6.044013369,6.02071024,SNORC
ENSG00000066248,7.36076631,7.541094865,7.284602652,7.347879227,7.381307751,7.418652997,NGEF
ENSG00000168918,8.736463466,7.840955137,9.905181185,9.239359171,9.000513415,9.084668119,INPP5D
ENSG00000085978,9.52773536,9.180363691,9.249496707,9.22167741,9.02169178,8.817228036,ATG16L1
ENSG00000077044,9.3707684,8.612811418,9.605259169,9.263320576,8.833787621,9.342644724,DGKD
ENSG00000085982,8.635256341,8.477396343,8.281591056,8.675832324,8.327728419,8.254285188,USP40
ENSG00000185038,5.408278755,5.445850141,5.542906217,5.584068768,5.420739173,5.189162296,MROH2A
ENSG00000123485,10.43552782,10.23266681,10.67321267,10.40963662,10.32997315,10.57724891,HJURP
ENSG00000224287,6.446543381,6.627551456,6.555989798,6.548223885,6.513653954,6.394792204,MSL3P1
ENSG00000144481,5.626144188,5.445850141,5.846904353,5.697936966,5.650840947,5.432258496,TRPM8
ENSG00000188042,11.2230113,10.33847295,9.12921598,10.48083684,10.07894808,9.96712019,ARL4C
ENSG00000280744,5.408278755,5.189162296,5.542906217,5.417635302,5.420739173,5.532547962,LINC01173
ENSG00000235726,5.909094875,5.76015704,6.009739195,6.061604682,5.650840947,5.911737781,NA
ENSG00000130147,11.78842761,10.62341926,10.7305174,11.13924042,10.98783396,11.15471376,SH3BP4
ENSG00000157985,10.84384022,10.22010447,10.62365432,10.69158052,10.46984139,10.92507921,AGAP1
ENSG00000235529,5.498743378,5.863047618,5.621870739,5.868990502,5.589411128,5.781166397,AGAP1-IT1
ENSG00000168505,7.16807127,8.448684766,6.86627442,8.262212797,7.167741664,6.934349541,GBX2
ENSG00000233611,5.567959004,5.551698105,5.189162296,5.417635302,5.189162296,5.432258496,NA
ENSG00000182177,5.189162296,5.189162296,5.439609499,5.189162296,5.589411128,5.532547962,ASB18
ENSG00000132321,8.189098697,8.311715712,7.229492405,8.085434187,7.758923638,7.541211748,IQCA1
ENSG00000232893,5.626144188,5.551698105,5.439609499,5.511936063,5.420739173,5.432258496,IQCA1-AS1
ENSG00000144476,6.8386879,6.362147166,5.891468628,6.142087005,6.204813808,6.416476858,ACKR3
ENSG00000227252,5.909094875,5.445850141,6.079118922,6.061604682,5.753413462,5.609230113,LOC105373951
ENSG00000198612,10.61077663,10.76365361,10.35384932,10.58446563,10.70225154,10.53241231,COPS8
ENSG00000163359,7.465463667,7.723954879,8.688353612,8.830165962,8.275340115,7.676345874,COL6A3
ENSG00000115648,8.092691687,8.165860351,8.1284364,8.114878107,8.110298647,8.288697973,MLPH
ENSG00000124839,10.54874893,11.85803295,12.53191952,12.29012549,12.68270728,12.71737269,RAB17
ENSG00000234949,6.558573183,6.627551456,6.49456575,6.628487,6.793003353,6.760971495,NA
ENSG00000227107,5.626144188,5.76015704,5.846904353,6.405520444,6.101201255,6.085343021,NA
ENSG00000124831,10.80899077,11.26386685,11.43259373,11.2487788,11.64432922,11.75160033,LRRFIP1
ENSG00000177483,5.723345127,5.863047618,6.575697602,6.116137144,5.949220366,5.730209027,RBM44
ENSG00000132329,6.240240813,6.503312123,6.111632181,6.167254365,6.646577702,6.458485851,RAMP1
ENSG00000184182,9.408959823,9.639068544,9.379737331,9.299581086,9.668272191,9.638575405,UBE2F
ENSG00000258984,5.189162296,5.189162296,5.746412163,5.417635302,5.420739173,5.532547962,UBE2F-SCLY
ENSG00000132330,8.251213822,8.235069094,8.456747537,8.531822891,8.574742114,8.745240275,SCLY
ENSG00000144488,6.42949455,6.66599099,6.359424645,6.496996104,6.275137565,6.278429636,ESPNL
ENSG00000178752,7.280497037,7.295852616,7.493544476,7.231693406,6.994692198,7.155226558,ERFE
ENSG00000132323,9.084022512,8.952033492,8.975831545,8.859121364,9.15937037,9.144376487,ILKAP
ENSG00000186235,6.19726283,6.824397576,6.704495357,6.800298372,6.885461186,6.349931106,LINC02610
ENSG00000225057,5.408278755,5.551698105,5.189162296,5.644691308,5.753413462,5.532547962,NA
ENSG00000144485,9.727888793,10.39792062,9.849303772,10.21731032,10.23384421,10.22692383,HES6
ENSG00000132326,7.778220875,7.63996197,7.616517007,7.624526489,7.557385928,7.490065531,PER2
ENSG00000283635,5.189162296,5.189162296,5.542906217,5.584068768,5.420739173,5.189162296,NA
ENSG00000204104,8.983764089,8.798184928,8.835834911,8.934484305,8.940599229,9.188866261,TRAF3IP1
ENSG00000065802,10.04400708,9.307527226,10.05489005,9.866391797,9.673284517,9.965620837,ASB1
ENSG00000233608,7.034675336,7.715785922,7.538772424,7.259447882,7.439912887,7.400179477,TWIST2
ENSG00000068024,9.104145403,8.83178896,9.091653444,9.151020546,8.724799155,9.025249132,HDAC4
ENSG00000222020,5.626144188,5.908663472,5.439609499,5.644691308,5.949220366,5.609230113,HDAC4-AS1
ENSG00000130414,10.76000503,10.94159215,10.47619186,10.6352783,10.70388284,10.60638323,NDUFA10
ENSG00000172428,9.473870635,10.03324674,9.100409701,9.263320576,9.77469643,9.660998775,COPS9
ENSG00000178602,5.189162296,5.445850141,5.621870739,5.189162296,5.589411128,5.189162296,OTOS
ENSG00000063660,10.66949731,10.62765142,10.50165799,11.05716659,10.79547247,10.94877476,GPC1
ENSG00000218416,5.498743378,5.551698105,5.542906217,5.511936063,5.589411128,5.609230113,GPC1-AS1
ENSG00000144504,7.212488401,7.075681686,6.896110842,6.984578556,6.922980779,6.83633584,ANKMY1
ENSG00000188542,6.301092839,6.756684702,6.669200581,6.548223885,6.614846989,6.729392189,DUSP28
ENSG00000142327,9.143561202,9.194745622,9.12921598,9.187923838,9.293674884,9.307499678,RNPEPL1
ENSG00000260942,6.19726283,6.525052824,7.008568129,7.040250337,6.722151947,6.77644109,CAPN10-DT
ENSG00000142330,9.099698059,9.399727836,9.736195315,9.864971777,9.53324624,9.740347968,CAPN10
ENSG00000178623,5.189162296,5.63259774,5.621870739,5.584068768,5.753413462,5.432258496,GPR35
ENSG00000130294,13.59397302,12.91223493,13.15024884,13.81986571,13.17099058,13.7539413,KIF1A
ENSG00000172478,5.498743378,5.445850141,5.891468628,5.511936063,5.516311776,5.67365026,MAB21L4
ENSG00000162804,6.873654712,6.458413963,6.967607952,6.914235501,6.459160563,6.302873262,SNED1
ENSG00000122085,9.35780851,9.379745066,9.100409701,9.20827132,9.262926915,9.361042288,MTERF4
ENSG00000115687,10.27678134,9.752083087,10.24789585,10.20502373,9.847429118,10.05996805,PASK
ENSG00000115685,10.28948377,10.43944579,9.810808441,9.97436274,10.33629954,10.19913302,PPP1R7
ENSG00000146205,7.212488401,7.382781924,6.995066563,7.304417289,7.415115246,7.242153477,ANO7
ENSG00000115677,13.50939278,13.01913892,13.38061647,13.34249692,13.27158529,13.66643835,HDLBP
ENSG00000168385,13.84127437,13.60780086,13.59536348,13.52829141,13.56986865,13.62636927,SEPTIN2
ENSG00000223374,5.626144188,5.445850141,6.47326014,6.116137144,5.753413462,5.532547962,NA
ENSG00000006607,9.152174718,8.564649996,9.30352646,9.069290071,9.026937671,9.122951637,FARP2
ENSG00000224232,5.189162296,5.189162296,5.798853599,5.417635302,5.420739173,5.189162296,NA
ENSG00000115694,11.73909843,12.01320902,11.58480569,12.03351867,12.15707047,12.01820792,STK25
ENSG00000176720,10.19084589,10.59235871,10.13918073,10.64357559,10.93325841,10.90020379,BOK
ENSG00000176946,10.85242252,11.0519696,10.76840507,10.98979168,11.34425974,11.21709504,THAP4
ENSG00000168397,10.77397308,10.81743493,10.90575288,10.87117084,10.84213912,10.63305392,ATG4B
ENSG00000168393,10.59983825,10.82850608,10.08451667,10.51199045,10.81899463,10.75427461,DTYMK
ENSG00000168395,10.22583783,9.944361296,10.26739682,10.14079467,10.05484597,10.17728481,ING5
ENSG00000235351,5.408278755,5.445850141,5.542906217,5.644691308,5.516311776,5.189162296,NA
ENSG00000180902,8.150460968,8.448684766,8.260710946,8.549754438,8.05412122,7.943387143,D2HGDH
ENSG00000215692,5.940416999,5.951347169,5.933175411,6.142087005,5.839347655,5.827866732,NA
ENSG00000154252,5.408278755,5.445850141,5.688194314,5.584068768,5.516311776,5.609230113,GAL3ST2
ENSG00000224272,5.940416999,5.551698105,5.746412163,5.830756807,5.839347655,5.432258496,LOC124905349
ENSG00000204099,5.765605161,6.029684969,6.009739195,6.261191164,5.753413462,5.781166397,NEU4
ENSG00000235151,5.567959004,5.445850141,5.439609499,5.939237045,5.516311776,5.432258496,NA
ENSG00000188389,6.174955474,6.310202819,6.045212758,6.304721166,6.340452507,6.02071024,PDCD1
ENSG00000233806,5.189162296,5.551698105,5.746412163,5.868990502,5.589411128,5.67365026,LINC01237
ENSG00000216921,5.765605161,5.189162296,5.688194314,5.417635302,5.589411128,5.730209027,FAM240C
ENSG00000237940,5.677261421,5.863047618,6.079118922,6.061604682,5.650840947,5.609230113,LINC01238
ENSG00000280119,5.408278755,5.551698105,5.891468628,5.830756807,5.650840947,5.432258496,LOC285097
ENSG00000261186,5.408278755,5.908663472,5.189162296,5.417635302,5.189162296,5.189162296,LINC01238
ENSG00000220804,5.723345127,5.63259774,6.142896563,5.584068768,5.420739173,5.67365026,NA
